Price,Promotional_Price,Url
,"1.599,-",https://www.coolblue.nl/en/product/817423/lenovo-thinkpad-x1-carbon-i7-8gb-256gb-ssd.html
,"1.179,-",https://www.coolblue.nl/en/product/825400/dell-latitude-5590-mjr1p-3y.html
,"1.299,-",https://www.coolblue.nl/en/product/825397/dell-latitude-5490-t1m0j-3y.html
,"979,-",https://www.coolblue.nl/en/product/815711/dell-latitude-3490-56pg4.html
,"689,-",https://www.coolblue.nl/en/product/812668/acer-aspire-3-a315-41-r87d.html
"379,-","349,-",https://www.coolblue.nl/en/product/741432/acer-chromebook-14-cb3-431-c73m.html
,"1.399,-",https://www.coolblue.nl/en/product/824485/lenovo-yogabook-c930-za3s0066nl.html
,"399,-",https://www.coolblue.nl/en/product/812952/lenovo-ideapad-120s-14iap-81a500jcmh.html
,"1.699,-",https://www.coolblue.nl/en/product/811223/msi-ge63-raider-rgb-8re-045nl.html
,"4.899,-",https://www.coolblue.nl/en/product/827337/asus-rog-g703gx-ev104t.html
,"1.299,-",https://www.coolblue.nl/en/product/825463/dell-latitude-7490-jfhx6-3y.html
,"2.999,-",https://www.coolblue.nl/en/product/789679/acer-predator-triton-700-pt716-51-743h.html
,"2.299,-",https://www.coolblue.nl/en/product/824542/lenovo-thinkpad-x1-extreme-20mf000wmh.html
,"1.849,-",https://www.coolblue.nl/en/product/774664/hp-elitebook-x360-1030-g2-z2w63ea.html
,"7.959,-",https://www.coolblue.nl/en/product/816478/apple-macbook-pro-15-inch-touch-bar-2018-32gb-4tb-2-9ghz-space-gray.html
,"2.199,-",https://www.coolblue.nl/en/product/825543/acer-predator-triton-500-pt515-51-7618.html
,"7.479,-",https://www.coolblue.nl/en/product/816474/apple-macbook-pro-15-inch-touch-bar-2018-16gb-4tb-2-9ghz-space-gray.html
,"5.079,-",https://www.coolblue.nl/en/product/816473/apple-macbook-pro-15-inch-touch-bar-2018-16gb-2tb-2-9ghz-space-gray.html
,"4.479,-",https://www.coolblue.nl/en/product/816468/apple-macbook-pro-15-inch-touch-bar-2018-32gb-1tb-2-9ghz-space-gray.html
,"3.639,-",https://www.coolblue.nl/en/product/816471/apple-macbook-pro-15-inch-touch-bar-2018-16-512gb-2-9ghz-space-gray.html
,"5.439,-",https://www.coolblue.nl/en/product/816469/apple-macbook-pro-15-inch-touch-bar-2018-32gb-2tb-2-9ghz-space-gray.html
,"4.959,-",https://www.coolblue.nl/en/product/816464/apple-macbook-pro-15-inch-touch-bar-2018-16gb-2tb-2-9ghz-space-gray.html
,"3.279,-",https://www.coolblue.nl/en/product/816461/apple-macbook-pro-15-inch-touch-bar-2018-16-256gb-2-9ghz-space-gray.html
,"5.219,-",https://www.coolblue.nl/en/product/816459/apple-macbook-pro-15-inch-touch-bar-2018-32gb-2tb-2-6ghz-space-gray.html
,"2.549,-",https://www.coolblue.nl/en/product/817555/dell-xps-13-9370-bnx37008.html
,"2.849,-",https://www.coolblue.nl/en/product/822696/apple-macbook-air-13-3-inches-2018-8gb-1-5tb-1-6ghz-space-gray.html
,"2.099,-",https://www.coolblue.nl/en/product/823674/hp-elitebook-x360-1040-g5-i5-8gb-256ssd.html
,"1.199,-",https://www.coolblue.nl/en/product/825216/asus-zenbook-ux431fa-an012t.html
,"4.199,-",https://www.coolblue.nl/en/product/824962/asus-rog-g703gx-e5001t.html
,"2.799,-",https://www.coolblue.nl/en/product/824921/asus-rog-zephyrus-gx531gw-es027t.html
,"2.599,-",https://www.coolblue.nl/en/product/824919/asus-rog-zephyrus-gx531gw-es009t.html
,"2.499,-",https://www.coolblue.nl/en/product/824917/asus-rog-strix-gl704gw-ev004t.html
,"3.199,-",https://www.coolblue.nl/en/product/824923/asus-rog-zephyrus-gx531gx-es018t.html
,"2.099,-",https://www.coolblue.nl/en/product/824912/asus-rog-strix-gl504gv-es002t.html
,"3.099,-",https://www.coolblue.nl/en/product/824772/msi-gt75-8sf-009nl.html
,"2.199,-",https://www.coolblue.nl/en/product/824914/asus-rog-gl704gv-ev008t.html
,"1.339,-",https://www.coolblue.nl/en/product/782741/apple-macbook-12-2017-mnyf2n-a-space-gray.html
,"899,-",https://www.coolblue.nl/en/product/813469/acer-travelmate-p2-tmp238-g2-m-56xy.html
,"2.799,-",https://www.coolblue.nl/en/product/824770/msi-gs65-8sf-019nl.html
"1.049,-","999,-",https://www.coolblue.nl/en/product/817413/lenovo-thinkpad-l380-i5-8gb-256gb-ssd.html
,"1.449,-",https://www.coolblue.nl/en/product/824256/microsoft-surface-laptop-2-i5-8gb-256gb-cobalt-blue.html
,"1.349,-",https://www.coolblue.nl/en/product/825550/acer-predator-helios-300-ph317-52-53ky.html
,"299,-",https://www.coolblue.nl/en/product/815072/hp-stream-11-y050nd.html
,"399,-",https://www.coolblue.nl/en/product/825212/asus-vivobook-flip-tp401ma-ec119ts.html
,"999,-",https://www.coolblue.nl/en/product/825322/acer-swift-5-sf514-53t-59rq.html
,"2.999,-",https://www.coolblue.nl/en/product/825545/acer-predator-triton-500-pt515-51-700c.html
,"899,-",https://www.coolblue.nl/en/product/809499/toshiba-tecra-a50-e-i5-8gb-256ssd.html
,"3.999,-",https://www.coolblue.nl/en/product/816467/apple-macbook-pro-15-inch-touch-bar-2018-32-512gb-2-9ghz-space-gray.html
,"1.029,-",https://www.coolblue.nl/en/product/819282/toshiba-satellite-pro-a50-e-11t-i7-8gb-256ssd.html
,"1.249,-",https://www.coolblue.nl/en/product/817050/msi-gf63-8rd-050nl.html
,"299,-",https://www.coolblue.nl/en/product/790865/acer-chromebook-r11-cb5-132t-c0kz.html
,"1.199,-",https://www.coolblue.nl/en/product/817086/lenovo-yoga-730-13ikb-81ct004rmh.html
,"4.479,-",https://www.coolblue.nl/en/product/816441/apple-macbook-pro-15-inch-touch-bar-2018-16gb-2tb-2-2ghz-space-gray.html
,"949,-",https://www.coolblue.nl/en/product/794014/acer-switch-5-sw512-52p-578z.html
,"729,-",https://www.coolblue.nl/en/product/812700/acer-spin-3-sp314-51-55xt.html
,"1.499,-",https://www.coolblue.nl/en/product/825149/asus-zenbook-ux562fd-ez012t.html
,"999,-",https://www.coolblue.nl/en/product/813527/acer-spin-5-pro-sp513-52np-535g.html
,"4.119,-",https://www.coolblue.nl/en/product/816472/apple-macbook-pro-15-inch-touch-bar-2018-16gb-1tb-2-9ghz-space-gray.html
"999,-","849,15",https://www.coolblue.nl/en/product/822516/hp-chromebook-x2-12-f002nd.html
,"2.599,-",https://www.coolblue.nl/en/product/823675/hp-elitebook-x360-1040-g5-i7-16gb-512ssd.html
,"2.299,-",https://www.coolblue.nl/en/product/824915/asus-rog-strix-gl504gw-es012t.html
,"2.249,-",https://www.coolblue.nl/en/product/817556/dell-xps-13-9370-cnx37008.html
,"2.499,-",https://www.coolblue.nl/en/product/820061/hp-elitebook-x360-1030-g3-i7-16gb-512ssd-4g.html
,"1.899,-",https://www.coolblue.nl/en/product/825258/hp-omen-15-dc1980nd.html
,"2.099,-",https://www.coolblue.nl/en/product/824913/asus-rog-gl704gv-ev016t.html
,"2.899,-",https://www.coolblue.nl/en/product/824922/asus-rog-zephyrus-gx701gw-ev036t.html
,"1.999,-",https://www.coolblue.nl/en/product/824876/lenovo-legion-y740-15ichg-81he000mmh.html
,"1.899,-",https://www.coolblue.nl/en/product/824762/msi-gl73-8se-001nl.html
,"1.999,-",https://www.coolblue.nl/en/product/805023/apple-macbook-12-2017-16-256gb-1-4ghz-space-gray.html
,"2.299,-",https://www.coolblue.nl/en/product/824769/msi-gs65-8se-025nl.html
"319,-","284,-",https://www.coolblue.nl/en/product/706445/acer-chromebook-14-cb3-431-c7wj.html
,"899,-",https://www.coolblue.nl/en/product/824265/microsoft-surface-pro-6-core-m-4gb-128gb.html
,"349,-",https://www.coolblue.nl/en/product/823637/asus-chromebook-c423na-eb0049.html
,"699,-",https://www.coolblue.nl/en/product/826328/lenovo-yoga-chromebook-c630-81jx000emh.html
,"3.349,-",https://www.coolblue.nl/en/product/816438/apple-macbook-pro-13-inch-touch-bar-2018-16gb-1tb-2-7ghz-space-gray.html
,"2.989,-",https://www.coolblue.nl/en/product/816434/apple-macbook-pro-13-inch-touch-bar-2018-16gb-1tb-2-3ghz-space-gray.html
"369,-","349,-",https://www.coolblue.nl/en/product/793925/acer-chromebook-15-cb515-1h-c1vs.html
,"1.149,-",https://www.coolblue.nl/en/product/823226/huawei-matebook-d-14-inch-i7.html
,"1.699,-",https://www.coolblue.nl/en/product/810026/hp-elitebook-830-g5-i7-8gb-256ssd.html
,"1.449,-",https://www.coolblue.nl/en/product/810025/hp-elitebook-830-g5-i5-8gb-256ssd.html
,"4.599,-",https://www.coolblue.nl/en/product/824775/msi-gt75-8sg-003nl.html
,"3.299,-",https://www.coolblue.nl/en/product/824773/msi-gt75-8sf-007nl.html
,"3.299,-",https://www.coolblue.nl/en/product/824771/msi-gs65-8sg-016nl.html
,"999,-",https://www.coolblue.nl/en/product/816257/msi-gv62-8rd-218nl.html
,"2.349,-",https://www.coolblue.nl/en/product/824765/msi-ge63-8sf-003nl.html
,"2.399,-",https://www.coolblue.nl/en/product/824766/msi-ge75-8sf-005nl.html
,"2.789,-",https://www.coolblue.nl/en/product/824544/lenovo-thinkpad-p1-20md000qmh.html
,"2.449,-",https://www.coolblue.nl/en/product/824273/microsoft-surface-pro-6-i7-16gb-1tb.html
,"1.449,-",https://www.coolblue.nl/en/product/809507/toshiba-portege-x30-e-13p-i7-8gb-256ssd.html
,"999,-",https://www.coolblue.nl/en/product/795400/acer-aspire-5-a517-51g-81q8.html
,"699,-",https://www.coolblue.nl/en/product/794505/hp-15-bs190nd.html
,"4.599,-",https://www.coolblue.nl/en/product/816476/apple-macbook-pro-15-inches-touch-bar-2018-32gb-1tb-2-9ghz-space-gray.html
,"1.949,-",https://www.coolblue.nl/en/product/805952/dell-xps-13-9370-bnx37003.html
,"2.749,-",https://www.coolblue.nl/en/product/824767/msi-ge63-8sg-001nl.html
,"2.199,-",https://www.coolblue.nl/en/product/825259/hp-omen-15-dc1990nd.html
,"3.519,-",https://www.coolblue.nl/en/product/816444/apple-macbook-pro-15-inch-touch-bar-2018-32-512gb-2-2ghz-space-gray.html
,"999,-",https://www.coolblue.nl/en/product/825152/asus-zenbook-ux333fa-a3022t.html
,"1.179,-",https://www.coolblue.nl/en/product/817419/lenovo-thinkpad-t580-i5-8gb-256gb-ssd.html
,"1.579,-",https://www.coolblue.nl/en/product/817418/lenovo-thinkpad-t480-i7-16gb-512gb-ssd.html
,"1.249,-",https://www.coolblue.nl/en/product/824340/lenovo-yoga-730-15iwl-81js005dmh.html
,"1.119,-",https://www.coolblue.nl/en/product/824528/hp-pavilion-g15-cx0830nd-fresh-start.html
"349,-","309,-",https://www.coolblue.nl/en/product/813752/acer-chromebook-spin-11-cp311-1h-c0xw.html
"449,-","399,-",https://www.coolblue.nl/en/product/823199/acer-chromebook-514-cb514-1ht-c3eg.html
,"1.549,-",https://www.coolblue.nl/en/product/807883/hp-omen-17-an096nd.html
,"1.399,-",https://www.coolblue.nl/en/product/825156/asus-zenbook-ux333fn-a3066t.html
,"499,-",https://www.coolblue.nl/en/product/741435/acer-chromebook-14-cp5-471-53b9.html
,"1.549,-",https://www.coolblue.nl/en/product/810028/hp-elitebook-840-g5-i5-8gb-256ssd.html
,"1.449,-",https://www.coolblue.nl/en/product/824257/microsoft-surface-laptop-2-i5-8gb-256gb-platinum.html
,"1.059,-",https://www.coolblue.nl/en/product/809932/hp-probook-450-g5-i5-8gb-128ssd-1tb-930mx.html
,"1.499,-",https://www.coolblue.nl/en/product/825162/asus-zenbook-ux533fn-a8026t.html
,"1.999,-",https://www.coolblue.nl/en/product/817089/lenovo-yoga-c930-13ikb-81c4001cmh.html
,"1.649,-",https://www.coolblue.nl/en/product/824269/microsoft-surface-pro-6-i7-8gb-256gb.html
,"899,-",https://www.coolblue.nl/en/product/815146/hp-envy-x360-13-ag0500nd.html
,"1.499,-",https://www.coolblue.nl/en/product/815574/dell-latitude-7490-j7c10.html
"699,-","594,15",https://www.coolblue.nl/en/product/821826/hp-chromebook-x360-14-da0300nd.html
"439,-","339,-",https://www.coolblue.nl/en/product/793942/acer-chromebook-15-cb515-1ht-c1w7.html
,"979,-",https://www.coolblue.nl/en/product/815716/dell-latitude-3590-mw3r4.html
,"829,-",https://www.coolblue.nl/en/product/824036/toshiba-satellite-pro-a50-e-11q.html
"1.529,-","1.499,-",https://www.coolblue.nl/en/product/813329/asus-rog-strix-gl703gm-e5091t.html
,"2.499,-",https://www.coolblue.nl/en/product/817586/dell-xps-15-9570-cnx97005.html
,"1.699,-",https://www.coolblue.nl/en/product/817425/lenovo-thinkpad-x1-yoga-i5-8gb-256gb-ssd.html
"449,-","399,-",https://www.coolblue.nl/en/product/813754/acer-chromebook-spin-15-cp315-1h-c43v.html
,"949,-",https://www.coolblue.nl/en/product/817402/lenovo-thinkpad-e480-i5-8gb-256gb-ssd.html
"1.249,-","1.199,-",https://www.coolblue.nl/en/product/813070/hp-omen-15-dc0975nd.html
"2.889,-","2.449,-",https://www.coolblue.nl/en/product/813624/msi-gt63-8rg-035nl.html
"1.489,-","1.389,-",https://www.coolblue.nl/en/product/804604/acer-nitro-5-spin-np515-51-88mp.html
"999,-","929,-",https://www.coolblue.nl/en/product/813035/lenovo-legion-y530-15ich-81fv00gemh.html
,"1.099,-",https://www.coolblue.nl/en/product/815493/dell-latitude-3590-gw7ch.html
"1.799,-","1.599,-",https://www.coolblue.nl/en/product/817088/lenovo-yoga-c930-13ikb-81c4001bmh.html
,"2.049,-",https://www.coolblue.nl/en/product/824271/microsoft-surface-pro-6-i7-16gb-512gb.html
"1.099,-","1.049,-",https://www.coolblue.nl/en/product/816256/msi-gv62-8rc-216nl.html
,"1.049,-",https://www.coolblue.nl/en/product/809948/hp-probook-440-g5-i5-8gb-256ssd.html
,"409,-",https://www.coolblue.nl/en/product/812988/lenovo-ideapad-330-15igm-81d100ewmh.html
,"629,-",https://www.coolblue.nl/en/product/813151/hp-14-cm0970nd.html
,"429,-",https://www.coolblue.nl/en/product/812986/lenovo-ideapad-330-15igm-81d100eumh.html
,"2.299,-",https://www.coolblue.nl/en/product/822476/hp-spectre-x360-15-df0400nd.html
"1.199,-","999,-",https://www.coolblue.nl/en/product/809947/hp-probook-430-g5-i5-8gb-256ssd.html
"2.299,-","2.099,-",https://www.coolblue.nl/en/product/817585/dell-xps-15-9570-bnx97003.html
,"3.299,-",https://www.coolblue.nl/en/product/824961/asus-rog-zephyrus-gx701gx-ev020t.html
,"2.449,-",https://www.coolblue.nl/en/product/799190/apple-macbook-pro-13-2017-16-512gb-2-5ghz-space-gray.html
"1.049,-","949,-",https://www.coolblue.nl/en/product/819472/hp-envy-13-ah1100nd.html
"1.599,-","1.449,-",https://www.coolblue.nl/en/product/805951/dell-xps-13-9370-bnx37001.html
"1.049,-","979,-",https://www.coolblue.nl/en/product/823910/lenovo-yoga-730-13ikb-81jr0063mh.html
,"1.099,-",https://www.coolblue.nl/en/product/809970/hp-probook-470-g5-i5-8gb-256ssd-hd-screen.html
,"899,-",https://www.coolblue.nl/en/product/827497/lenovo-ideapad-330s-15ikb-i7-8550u.html
,"669,-",https://www.coolblue.nl/en/product/805608/asus-zenbook-ux430ua-gv445t.html
,"3.249,-",https://www.coolblue.nl/en/product/817562/dell-xps-15-9570-cnx97007.html
,"899,-",https://www.coolblue.nl/en/product/813022/lenovo-ideapad-330s-15ikb-81f500p6mh.html
,"799,-",https://www.coolblue.nl/en/product/827496/lenovo-ideapad-330s-15ikb-i5-8250u.html
,"1.049,-",https://www.coolblue.nl/en/product/813087/hp-pavilion-15-cs0975nd.html
,"3.439,-",https://www.coolblue.nl/en/product/806904/microsoft-surface-book-2-15-inches-i7-16gb-1tb.html
,"1.929,-",https://www.coolblue.nl/en/product/805950/dell-xps-13-9370-cnx37007.html
"1.099,-","1.029,-",https://www.coolblue.nl/en/product/813326/asus-tuf-gaming-fx504gd-e4618t.html
"599,-","529,-",https://www.coolblue.nl/en/product/824903/lenovo-ideapad-320-17abr-80yn001vmh.html
"2.199,-","2.099,-",https://www.coolblue.nl/en/product/791426/apple-macbook-pro-13-2017-16-256gb-2-5ghz-space-gray.html
,"729,-",https://www.coolblue.nl/en/product/813109/hp-pavilion-x360-15-cr0930nd.html
"1.199,-","1.149,-",https://www.coolblue.nl/en/product/817385/lenovo-legion-y520-15ikbn-80wk016tmh.html
,"2.599,-",https://www.coolblue.nl/en/product/816436/apple-macbook-pro-13-inch-touch-bar-2018-16-256gb-2-7ghz-space-gray.html
,"2.049,-",https://www.coolblue.nl/en/product/824272/microsoft-surface-pro-6-i7-16gb-512gb-black.html
"549,-","499,-",https://www.coolblue.nl/en/product/813755/acer-chromebook-spin-15-cp315-1h-p75z.html
,"449,-",https://www.coolblue.nl/en/product/816157/microsoft-surface-go-4gb-64gb.html
,"1.479,-",https://www.coolblue.nl/en/product/817422/lenovo-thinkpad-x1-carbon-i5-8gb-256gb-ssd.html
,"849,-",https://www.coolblue.nl/en/product/813477/acer-travelmate-p2-tmp2510-g2-m-50w8.html
,"3.779,-",https://www.coolblue.nl/en/product/816456/apple-macbook-pro-15-inch-touch-bar-2018-32-512gb-2-6ghz-space-gray.html
,"1.049,-",https://www.coolblue.nl/en/product/817408/lenovo-thinkpad-e580-i7-8gb-256gb-ssd.html
"529,-","499,-",https://www.coolblue.nl/en/product/812974/lenovo-yoga-530-14ikb-81ek00j8mh.html
,"3.009,-",https://www.coolblue.nl/en/product/806903/microsoft-surface-book-2-15-inches-i7-16gb-512gb.html
,"1.799,-",https://www.coolblue.nl/en/product/816387/apple-macbook-pro-13-inches-touch-bar-2018-mr9u2n-a-silver.html
"999,-","849,-",https://www.coolblue.nl/en/product/804741/asus-fx503vd-dm214t.html
,"1.299,-",https://www.coolblue.nl/en/product/826555/huawei-matebook-13-53010gcm.html
"829,-","769,-",https://www.coolblue.nl/en/product/812959/lenovo-yoga-530-14arr-81h9001rmh.html
,"1.299,-",https://www.coolblue.nl/en/product/825050/asus-vivobook-pro-n705fd-gc005t.html
"1.649,-","1.599,-",https://www.coolblue.nl/en/product/791428/apple-macbook-pro-13-2017-16-128gb-2-3ghz-space-gray.html
,"399,-",https://www.coolblue.nl/en/product/813152/hp-14-ck0904nd.html
"1.849,-","1.699,-",https://www.coolblue.nl/en/product/814667/lenovo-yoga-730-15ikb-81cu0058mh.html
,"1.349,-",https://www.coolblue.nl/en/product/817410/lenovo-thinkpad-e580-i7-16gb-256gb-ssd-1tb-hdd.html
,"649,-",https://www.coolblue.nl/en/product/813172/hp-17-ca0980nd.html
,"2.049,-",https://www.coolblue.nl/en/product/810033/hp-elitebook-850-g5-i7-16gb-512ssd.html
,"779,-",https://www.coolblue.nl/en/product/819924/lenovo-ideapad-330s-14ikb-81f4010xmh.html
,"679,-",https://www.coolblue.nl/en/product/813181/hp-15-db0955nd.html
,"1.599,-",https://www.coolblue.nl/en/product/813075/hp-omen-17-an194nd.html
"1.299,-","1.249,-",https://www.coolblue.nl/en/product/812704/acer-spin-5-sp515-51gn-82uu.html
"549,-","499,-",https://www.coolblue.nl/en/product/812990/lenovo-ideapad-330-15ast-81d6009emh.html
"1.499,-","1.349,-",https://www.coolblue.nl/en/product/816260/msi-gf62-8re-041nl.html
"1.049,-","999,-",https://www.coolblue.nl/en/product/813110/hp-pavilion-x360-14-cd0978nd.html
,"1.549,-",https://www.coolblue.nl/en/product/825060/hp-probook-470-g5-i7-16gb-512ssd.html
"2.849,-","2.699,-",https://www.coolblue.nl/en/product/816437/apple-macbook-pro-13-inch-touch-bar-2018-16-512gb-2-7ghz-space-gray.html
"929,-","879,-",https://www.coolblue.nl/en/product/813316/asus-zenbook-ux410ua-gv304t.html
"1.149,-","999,-",https://www.coolblue.nl/en/product/824253/microsoft-surface-laptop-2-i5-8gb-128gb-platinum.html
"1.499,-","1.399,-",https://www.coolblue.nl/en/product/815588/lenovo-legion-y530-15ich-81lb001fmh.html
,"1.299,-",https://www.coolblue.nl/en/product/813073/hp-omen-17-an193nd.html
"749,-","699,-",https://www.coolblue.nl/en/product/812652/acer-swift-3-sf314-54-54lb.html
"1.449,-","1.299,-",https://www.coolblue.nl/en/product/824254/microsoft-surface-laptop-2-i5-8gb-256gb-black.html
,"569,-",https://www.coolblue.nl/en/product/812665/acer-aspire-3-a315-53-54bx.html
"849,-","779,-",https://www.coolblue.nl/en/product/824067/hp-pavilion-x360-14-cd1957nd.html
,"649,-",https://www.coolblue.nl/en/product/813186/hp-15-da0956nd.html
"899,-","839,-",https://www.coolblue.nl/en/product/813325/asus-tuf-gaming-fx504gd-e4035t.html
,"1.029,-",https://www.coolblue.nl/en/product/813092/hp-envy-13-ah0810nd.html
"2.099,-","1.999,-",https://www.coolblue.nl/en/product/817561/dell-xps-15-9570-cnx97003.html
"719,-","699,-",https://www.coolblue.nl/en/product/818948/acer-spin-3-sp314-51-59bp.html
,"2.631,06",https://www.coolblue.nl/en/product/816390/apple-macbook-pro-15-inches-touch-bar-2018-mr932n-a-space-gray.html
"329,-","299,-",https://www.coolblue.nl/en/product/813184/hp-15-da0920nd.html
"729,-","679,-",https://www.coolblue.nl/en/product/812958/lenovo-yoga-530-14arr-81h9001pmh.html
,"1.659,-",https://www.coolblue.nl/en/product/798285/microsoft-surface-book-2-i5-8gb-256gb.html
,"1.349,-",https://www.coolblue.nl/en/product/824268/microsoft-surface-pro-6-i5-8gb-256gb-black.html
"759,-","699,-",https://www.coolblue.nl/en/product/823982/acer-swift-3-sf314-56-5427.html
,"1.049,-",https://www.coolblue.nl/en/product/824266/microsoft-surface-pro-6-i5-8gb-128gb.html
"799,-","749,-",https://www.coolblue.nl/en/product/813026/lenovo-ideapad-530s-15ikb-81ev0070mh.html
,"1.249,-",https://www.coolblue.nl/en/product/812634/acer-aspire-a717-72g-74bj.html
,"699,-",https://www.coolblue.nl/en/product/813345/asus-vivobook-x507ua-bq333t.html
"549,-","519,-",https://www.coolblue.nl/en/product/813171/hp-17-ca0932nd.html
,"1.539,-",https://www.coolblue.nl/en/product/782851/apple-macbook-pro-13-2017-mpxt2n-a-space-gray.html
,"869,-",https://www.coolblue.nl/en/product/819387/acer-aspire-5-a515-52g-70cn.html
,"2.529,-",https://www.coolblue.nl/en/product/816391/apple-macbook-pro-15-inches-touch-bar-2018-mr962n-a-silver.html
,"1.799,-",https://www.coolblue.nl/en/product/816382/apple-macbook-pro-13-inches-touch-bar-2018-mr9q2n-a-space-gray.html
,"649,-",https://www.coolblue.nl/en/product/812975/lenovo-yoga-530-14ikb-81ek00hvmh.html
,"1.299,-",https://www.coolblue.nl/en/product/782845/apple-macbook-pro-13-inches-2017-mpxq2n-a-space-gray.html
"749,-","629,-",https://www.coolblue.nl/en/product/813083/hp-pavilion-15-cs0952nd.html
,"979,-",https://www.coolblue.nl/en/product/817407/lenovo-thinkpad-e580-i5-8gb-256gb-ssd.html
